,DestRaw,Dest,geocoder_results,bbox,latlong
0,NEW YORK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
1,NEW-ORLEANS-LA,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
2,NEW-ORLEANS,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
3,USA,USA,<[OK] Google - Geocode [United States]>,"{'northeast': [49.38, -66.94], 'southwest': [25.82, -124.39]}","[37.09024, -95.712891]"
4,PHILADELPHIA,"PHILADELPHIA, PA","<[OK] Google - Geocode [Philadelphia, PA, USA]>","{'northeast': [40.1379919, -74.9557629], 'southwest': [39.8670041, -75.2802937]}","[39.9525839, -75.1652215]"
5,BOSTON,"BOSTON, MA","<[OK] Google - Geocode [Boston, MA, USA]>","{'northeast': [42.40081989999999, -70.749455], 'southwest': [42.22788, -71.191113]}","[42.3600825, -71.0588801]"
6,CHICAGO,"CHICAGO, IL","<[OK] Google - Geocode [Chicago, IL, USA]>","{'northeast': [42.023131, -87.52366099999999], 'southwest': [41.6443349, -87.9402669]}","[41.8781136, -87.6297982]"
7,KANSAS,KANSAS,"<[OK] Google - Geocode [Kansas, USA]>","{'northeast': [40.0045419, -94.588387], 'southwest': [36.9930159, -102.0517688]}","[39.011902, -98.4842465]"
8,NEW ORLEANS,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
9,TEXAS,TEXAS,"<[OK] Google - Geocode [Texas, USA]>","{'northeast': [36.5007041, -93.5080389], 'southwest': [25.8371638, -106.6456461]}","[31.9685988, -99.9018131]"
10,SAN FRANCISCO,"SAN FRANCISCO, CA","<[OK] Google - Geocode [San Francisco, CA, USA]>","{'northeast': [37.812, -122.3482], 'southwest': [37.70339999999999, -122.527]}","[37.7749295, -122.4194155]"
11,BUFFALO,"BUFFALO, NY","<[OK] Google - Geocode [Buffalo, NY, USA]>","{'northeast': [42.9664549, -78.795157], 'southwest': [42.826023, -78.9337276]}","[42.88644679999999, -78.8783689]"
12,ALABAMA,ALABAMA,"<[OK] Google - Geocode [Alabama, USA]>","{'northeast': [35.008028, -84.888246], 'southwest': [30.144425, -88.4732269]}","[32.3182314, -86.902298]"
13,NEW YROK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
14,SAN LOUIS,"SAINT LOUIS, MO","<[OK] Google - Geocode [St. Louis, MO, USA]>","{'northeast': [38.774349, -90.166409], 'southwest': [38.5318519, -90.320515]}","[38.6270025, -90.19940419999999]"
15,LOUISIANA,LOUISIANA,"<[OK] Google - Geocode [Louisiana, USA]>","{'northeast': [33.019544, -88.758388], 'southwest': [28.8551271, -94.043352]}","[30.9842977, -91.96233269999999]"
16,PITTSBURG PA,"PITTSBURG, PA","<[OK] Google - Geocode [Pittsburgh, PA, USA]>","{'northeast': [40.501368, -79.8657231], 'southwest': [40.3613689, -80.0952779]}","[40.44062479999999, -79.9958864]"
17,BUFFALO NY,"BUFFALO, NY","<[OK] Google - Geocode [Buffalo, NY, USA]>","{'northeast': [42.9664549, -78.795157], 'southwest': [42.826023, -78.9337276]}","[42.88644679999999, -78.8783689]"
18,CHICAGO IL,"CHICAGO, IL","<[OK] Google - Geocode [Chicago, IL, USA]>","{'northeast': [42.023131, -87.52366099999999], 'southwest': [41.6443349, -87.9402669]}","[41.8781136, -87.6297982]"
19,WESTERLEY RI,"WESTERLY, RI","<[OK] Google - Geocode [Westerly, RI, USA]>","{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
20,BROOKLYN,"BROOKLYN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
21,HOUSTON-TX,"HOUSTON, TX","<[OK] Google - Geocode [Houston, TX, USA]>","{'northeast': [30.1107319, -95.014496], 'southwest': [29.523624, -95.78808690000001]}","[29.7604267, -95.3698028]"
22,ELEONORE-PA,"ELEANOR, PA","<[OK] Google - Geocode [3023 Hamaker Ct #500, Fairfax, VA 22031, USA]>","{'northeast': [38.8697909802915, -77.2343434197085], 'southwest': [38.86709301970851, -77.2370413802915]}","[38.868442, -77.23569239999999]"
23,BROOKLYN NY,"BROOKLYN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
24,MINNEAPOLIS,"MINNEAPOLIS, MN","<[OK] Google - Geocode [Minneapolis, MN, USA]>","{'northeast': [45.05125, -93.193794], 'southwest': [44.890144, -93.329163]}","[44.977753, -93.2650108]"
25,BOSTON-MA,"BOSTON, MA","<[OK] Google - Geocode [Boston, MA, USA]>","{'northeast': [42.40081989999999, -70.749455], 'southwest': [42.22788, -71.191113]}","[42.3600825, -71.0588801]"
26,PITTSBURG,"PITTSBURG, PA","<[OK] Google - Geocode [Pittsburgh, PA, USA]>","{'northeast': [40.501368, -79.8657231], 'southwest': [40.3613689, -80.0952779]}","[40.44062479999999, -79.9958864]"
27,ALTONA,ALTONA,"<[OK] Google - Geocode [Altona, NY, USA]>","{'northeast': [44.913522, -73.5303529], 'southwest': [44.777066, -73.79433399999999]}","[44.8537393, -73.6422195]"
28,ROCHESTER,"ROCHESTER, NY","<[OK] Google - Geocode [Rochester, NY, USA]>","{'northeast': [43.269045, -77.531166], 'southwest': [43.103318, -77.701632]}","[43.15657789999999, -77.6088465]"
29,ROCHESTER-NY,"ROCHESTER, NY","<[OK] Google - Geocode [Rochester, NY, USA]>","{'northeast': [43.269045, -77.531166], 'southwest': [43.103318, -77.701632]}","[43.15657789999999, -77.6088465]"
30,NORRISTOWN,NORRISTOWN,"<[OK] Google - Geocode [Norristown, PA, USA]>","{'northeast': [40.1413069, -75.3163249], 'southwest': [40.1052509, -75.3648281]}","[40.121497, -75.3399048]"
31,NEW ORLEANS LA,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
32,SAVANNAH GA.,"SAVANNAH, GA","<[OK] Google - Geocode [Savannah, GA, USA]>","{'northeast': [32.189996, -81.030166], 'southwest': [31.887691, -81.370391]}","[32.0808989, -81.091203]"
33,BUFALO,"BUFFALO, NY","<[OK] Google - Geocode [Buffalo, NY, USA]>","{'northeast': [42.9664549, -78.795157], 'southwest': [42.826023, -78.9337276]}","[42.88644679999999, -78.8783689]"
34,SERANTON PA,"SERANTON, PA","<[OK] Google - Geocode [Scranton, PA, USA]>","{'northeast': [41.469279, -75.604032], 'southwest': [41.33978, -75.719836]}","[41.408969, -75.66241219999999]"
35,NEW-YORK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
36,DELANCY-PA,"DELANCY, PA","<[OK] Google - Geocode [899 Adrian Rd, De Lancey, PA 15733, USA]>","{'northeast': [40.9868486802915, -78.95955581970848], 'southwest': [40.9841507197085, -78.9622537802915]}","[40.9854997, -78.9609048]"
37,SAINT LOUIS MO,"SAINT LOUIS, MO","<[OK] Google - Geocode [St. Louis, MO, USA]>","{'northeast': [38.774349, -90.166409], 'southwest': [38.5318519, -90.320515]}","[38.6270025, -90.19940419999999]"
38,ST LOUIS MA,ST LOUIS MA,"<[OK] Google - Geocode [4921 Parkview Pl Floor: 7, Suite: B, St. Louis, MO 63110, USA]>","{'northeast': [38.6397104802915, -90.2620355197085], 'southwest': [38.6370125197085, -90.26473348029151]}","[38.63836149999999, -90.2633845]"
39,MT,MT,"<[OK] Google - Geocode [Montana, USA]>","{'northeast': [49.0011117, -104.039563], 'southwest': [44.3582089, -116.050003]}","[46.8796822, -110.3625658]"
40,BUFFALO-NY,"BUFFALO, NY","<[OK] Google - Geocode [Buffalo, NY, USA]>","{'northeast': [42.9664549, -78.795157], 'southwest': [42.826023, -78.9337276]}","[42.88644679999999, -78.8783689]"
41,ROCKLAND,ROCKLAND,"<[OK] Google - Geocode [Rockland, ME, USA]>","{'northeast': [44.172551, -69.069502], 'southwest': [44.081814, -69.1851849]}","[44.1036914, -69.1089293]"
42,BRYAN-TX,"BRYAN, TX","<[OK] Google - Geocode [Bryan, TX, USA]>","{'northeast': [30.730455, -96.245722], 'southwest': [30.590893, -96.46075900000001]}","[30.6743643, -96.3699632]"
43,BOSTON MA,"BOSTON, MA","<[OK] Google - Geocode [Boston, MA, USA]>","{'northeast': [42.40081989999999, -70.749455], 'southwest': [42.22788, -71.191113]}","[42.3600825, -71.0588801]"
44,BALTIMORE,"BALTIMORE, MD","<[OK] Google - Geocode [Baltimore, MD, USA]>","{'northeast': [39.3722059, -76.5294528], 'southwest': [39.1972069, -76.7115407]}","[39.2903848, -76.6121893]"
45,BRIAN-TX,"BRIAN, TX","<[OK] Google - Geocode [Bryan, TX, USA]>","{'northeast': [30.730455, -96.245722], 'southwest': [30.590893, -96.46075900000001]}","[30.6743643, -96.3699632]"
46,N.ORLEANS,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
47,PHILADELPHIA PA,"PHILADELPHIA, PA","<[OK] Google - Geocode [Philadelphia, PA, USA]>","{'northeast': [40.1379919, -74.9557629], 'southwest': [39.8670041, -75.2802937]}","[39.9525839, -75.1652215]"
48,KANSAS CITY KS,"KANSAS CITY, KS","<[OK] Google - Geocode [Kansas City, KS, USA]>","{'northeast': [39.202911, -94.588387], 'southwest': [39.0435589, -94.90846499999999]}","[39.11553139999999, -94.62678729999999]"
